age,wc,education,marital status,race,gender,hours per week,IncomeClass
50,0,1,2,1,1,40,0
43,0,2,1,1,1,50,1
60,0,2,1,1,0,46,1
34,0,0,2,1,0,45,0
37,0,0,2,1,0,40,0
25,0,0,1,1,0,40,0
46,0,4,1,1,0,65,1
26,0,2,0,1,1,45,0
47,0,0,0,1,1,40,0
22,0,2,0,1,1,16,0
36,0,1,2,1,1,30,0
33,0,0,1,1,1,38,0
55,0,0,1,1,0,50,0
56,0,0,1,1,0,50,0
51,0,0,2,1,0,40,0
31,0,1,0,1,1,38,0
43,0,4,1,1,0,50,1
44,0,0,2,1,1,40,0
22,0,1,0,1,0,50,0
30,0,2,0,1,0,18,0
46,0,0,0,1,0,15,0
27,0,2,1,1,0,50,0
26,0,0,1,1,0,50,0
36,0,2,0,1,0,40,1
30,2,3,0,0,1,40,0
47,0,1,1,0,1,48,1
36,2,2,1,1,0,55,1
44,1,1,3,1,1,15,0
42,0,5,1,1,0,50,0
39,0,2,1,1,0,45,1
37,0,1,1,1,0,50,1
26,0,2,0,1,0,20,0
24,0,2,0,1,1,30,0
45,1,4,2,1,1,35,0
54,0,1,1,1,0,48,1
22,0,1,0,1,1,30,0
63,1,4,1,1,0,48,0
22,0,0,1,1,0,43,0
27,0,1,0,1,0,25,0
64,0,2,3,1,1,30,0
31,0,0,1,1,0,50,0
44,0,0,2,2,1,40,0
33,1,0,3,1,1,40,0
27,0,0,0,1,0,70,0
40,0,0,1,0,0,40,1
53,1,2,1,1,0,40,0
58,0,0,1,1,0,44,0
38,0,1,1,1,0,40,1
33,0,3,1,1,0,40,1
48,1,2,1,1,0,60,1
23,0,1,1,0,1,40,0
24,0,0,0,1,0,40,0
36,0,0,1,1,1,40,1
54,0,0,1,1,0,40,0
39,0,3,1,1,0,55,1
40,0,2,1,1,0,50,1
28,0,0,0,2,0,50,0
23,0,1,0,1,1,40,0
22,0,1,0,1,1,15,0
55,1,4,1,1,0,50,0
71,0,0,0,1,0,17,0
47,0,5,1,1,0,60,1
31,0,2,1,1,1,50,1
32,0,1,0,2,0,40,0
46,0,1,1,1,0,40,1
27,0,2,0,1,1,40,0
39,2,1,1,1,0,50,1
40,0,0,2,1,1,48,0
30,0,0,0,1,1,30,0
33,0,4,0,1,0,40,0
72,0,5,0,1,0,30,0
34,2,1,1,1,1,40,1
65,0,0,0,2,0,40,0
36,0,2,1,1,0,50,1
32,0,0,0,1,0,40,0
26,0,1,0,1,0,40,0
22,0,0,0,1,0,40,0
47,0,3,1,1,0,48,1
31,0,1,0,1,0,40,0
38,0,4,0,1,1,50,1
44,0,2,1,1,0,35,1
27,0,1,0,2,0,40,0
50,1,2,1,1,0,44,1
47,0,0,1,0,1,30,0
20,0,1,0,1,0,40,0
24,0,0,0,1,0,38,0
29,2,1,1,1,0,40,1
68,0,1,0,1,1,40,0
22,1,1,0,2,1,40,0
45,2,1,1,0,0,20,0
30,1,0,1,0,0,40,0
33,0,0,1,1,0,40,0
43,0,0,1,1,0,40,1
56,0,1,3,1,0,60,0
41,0,0,2,1,1,40,0
25,0,2,0,1,1,37,0
36,0,0,1,1,0,38,0
37,0,2,1,1,0,40,1
26,0,2,0,0,1,40,0
55,0,1,1,1,0,50,1
46,2,1,1,1,0,48,1
44,0,2,0,1,1,20,0
41,0,0,2,1,0,40,0
39,0,2,1,1,0,45,0
20,0,1,0,1,0,25,0
45,1,1,1,1,0,40,1
31,0,0,1,1,0,50,0
36,2,4,1,1,0,40,1
36,0,0,2,1,0,40,0
40,0,0,0,1,0,40,0
40,0,0,2,1,1,45,0
30,0,0,0,1,1,40,0
26,0,0,1,1,0,40,0
25,0,2,0,1,0,40,0
29,0,3,0,1,0,50,0
37,0,0,1,1,0,60,1
36,0,2,1,0,0,45,1
44,0,1,1,1,0,60,1
23,0,0,1,1,0,30,0
27,0,2,0,1,1,45,0
58,0,0,1,1,0,40,0
36,0,0,1,1,0,60,1
21,0,1,0,1,0,45,0
49,2,0,1,1,0,40,0
34,0,2,1,1,1,40,1
29,0,0,1,1,0,35,0
63,0,2,1,1,0,50,1
29,2,2,0,1,1,40,0
65,0,1,1,1,0,40,0
26,0,2,0,1,1,25,0
42,0,5,1,2,0,40,1
44,0,1,2,2,1,37,0
46,1,2,1,1,0,38,1
52,0,1,2,1,1,40,0
53,2,1,0,1,1,40,0
56,0,0,1,1,0,40,0
24,0,0,1,1,0,40,0
26,0,2,1,1,0,50,0
34,0,0,1,1,0,65,0
48,0,5,1,1,0,50,1
22,0,0,0,1,1,40,0
30,0,1,2,1,0,40,0
51,0,0,2,1,0,40,0
46,0,1,1,1,1,40,0
42,0,3,1,3,1,40,1
57,0,0,2,0,1,40,0
35,0,1,2,1,1,39,0
52,0,4,1,1,0,50,1
36,0,1,2,1,1,40,0
33,0,1,1,1,0,40,1
67,1,0,2,0,0,20,0
31,0,0,1,1,0,50,0
28,0,1,0,1,0,42,0
36,0,0,2,1,0,40,0
56,0,0,1,1,0,40,0
35,0,1,0,1,0,40,0
44,0,2,1,1,1,40,0
26,0,0,0,1,0,40,0
51,0,0,1,1,0,40,0
31,0,1,1,1,0,50,1
30,0,1,0,1,1,40,0
20,0,1,0,1,1,40,0
21,0,1,0,2,1,40,0
37,0,2,1,1,0,50,1
54,0,0,1,1,0,45,0
30,0,2,1,1,0,50,1
62,0,0,1,1,0,40,0
31,0,0,1,1,0,40,0
22,0,0,0,1,0,60,0
45,0,2,1,1,0,32,0
64,0,0,1,1,0,20,0
44,0,0,0,1,0,58,0
23,0,0,0,1,1,35,0
28,0,2,1,2,0,40,0
58,0,4,0,1,1,24,1
27,0,0,0,1,0,40,0
37,0,0,2,0,1,40,0
41,0,2,1,1,0,40,0
45,0,1,1,2,0,55,1
29,0,0,2,1,0,40,0
33,0,2,0,1,0,45,1
61,1,4,1,1,0,60,1
22,0,1,0,1,0,38,0
30,0,2,1,1,1,40,0
20,0,1,0,1,0,20,0
45,0,0,1,1,0,50,1
34,0,0,0,1,0,40,0
31,0,2,1,1,0,60,1
23,0,2,0,1,1,40,0
50,0,0,1,1,0,50,0
57,0,0,2,1,1,45,0
35,0,1,1,1,1,27,0
24,0,2,0,1,0,45,0
27,0,1,0,1,1,15,0
27,1,1,0,1,1,40,1
80,0,5,1,1,0,30,0
46,0,1,1,1,0,40,1
38,0,2,1,1,0,40,1
50,0,0,2,1,0,60,0
90,0,2,1,1,0,20,0
55,0,1,1,1,0,50,0
72,0,0,1,1,1,50,0
65,0,1,3,1,1,40,0
46,0,1,1,1,0,50,1
50,0,0,1,1,0,65,1
40,0,4,0,1,0,50,1
50,0,0,1,1,0,35,0
28,0,1,0,1,0,30,0
55,0,0,2,1,0,40,0
20,0,0,0,1,0,40,0
21,0,1,0,1,0,35,0
39,0,1,2,1,1,20,0
43,0,0,1,1,0,40,1
33,1,0,0,3,0,40,0
26,0,1,0,1,1,40,0
41,0,0,1,1,0,40,1
21,0,1,0,0,0,20,0
27,0,1,2,0,1,36,0
43,0,0,1,1,0,40,0
58,0,0,1,1,0,40,0
42,1,2,0,1,1,40,1
24,0,0,0,1,0,40,0
26,0,2,0,1,0,15,0
38,0,2,1,1,1,40,0
26,0,2,0,1,1,40,0
28,0,0,2,0,1,20,0
22,2,1,1,1,0,37,0
26,0,0,2,1,0,40,0
39,0,1,2,1,1,40,0
23,0,0,1,1,0,40,0
42,1,2,1,1,0,60,1
39,2,0,1,1,0,40,0
32,0,2,0,2,0,40,0
25,0,1,0,4,0,40,0
20,0,0,0,1,0,40,0
26,0,0,1,1,0,40,0
23,0,0,0,1,0,40,0
24,0,1,0,1,0,35,0
44,1,4,1,1,0,35,1
19,0,1,0,1,0,40,0
47,0,2,1,1,0,40,1
40,0,1,2,1,1,48,0
45,0,0,3,1,1,45,0
50,0,5,2,1,0,50,1
29,0,2,0,1,0,40,0
47,0,2,0,1,0,50,0
24,0,0,0,1,0,35,0
21,0,0,0,1,1,40,0
37,0,1,3,1,1,40,0
32,1,2,2,2,1,46,0
31,0,0,1,1,0,40,1
21,0,1,0,1,1,30,0
31,0,0,1,1,0,38,0
33,1,1,1,1,0,40,0
39,0,3,2,1,0,70,1
29,0,0,1,1,0,40,0
34,0,1,1,1,0,40,0
35,0,0,0,1,0,25,0
43,0,2,1,2,0,50,1
51,1,2,1,1,0,40,1
36,0,0,0,1,1,30,0
32,0,0,1,1,0,40,0
39,0,0,0,0,1,40,0
45,0,2,2,1,0,50,1
47,1,2,2,0,1,40,0
32,0,0,2,1,1,40,0
42,1,4,1,1,1,38,1
24,0,2,1,1,0,44,0
45,0,2,1,1,0,45,1
19,0,0,0,1,0,30,0
50,0,0,1,1,0,40,0
32,0,0,0,1,1,42,0
29,0,2,0,1,0,40,0
43,2,3,1,2,0,55,1
90,0,2,0,1,1,10,0
41,0,3,1,1,1,50,1
24,0,-1,0,1,0,36,0
24,0,1,0,1,0,50,0
24,0,1,0,1,1,53,0
35,0,0,1,1,1,42,1
30,0,2,0,1,0,40,0
19,1,1,0,1,1,30,0
43,0,0,1,1,0,40,0
35,0,0,0,1,1,40,0
65,0,0,3,1,1,24,0
34,0,0,2,1,0,40,0
24,0,0,0,3,0,35,0
33,0,0,1,1,0,40,1
37,0,0,0,1,0,38,0
58,0,0,2,1,1,25,0
33,2,1,1,1,1,40,0
42,1,4,1,1,0,55,0
31,0,1,0,0,0,40,0
67,2,0,1,1,0,40,1
23,0,0,2,1,0,40,0
35,0,1,1,3,0,40,0
43,0,2,1,1,0,55,1
36,0,0,0,1,0,40,0
25,0,0,0,1,0,40,0
24,0,0,1,1,0,44,0
61,0,2,2,0,0,48,1
51,2,2,1,1,0,40,0
51,0,0,2,1,1,40,1
28,0,0,0,1,0,40,0
29,0,1,0,1,1,40,0
21,0,1,0,0,1,40,0
74,0,3,1,1,0,50,1
50,0,1,2,1,1,40,0
65,0,0,2,1,1,14,0
43,0,1,1,1,0,60,0
54,0,2,1,1,0,40,1
20,0,1,0,1,1,20,0
23,0,1,0,1,0,10,0
34,0,0,1,1,0,45,0
30,0,1,0,1,0,20,0
40,0,2,1,1,0,60,1
28,0,1,0,0,0,40,0
44,0,0,1,1,0,45,1
28,0,5,0,1,0,50,0
37,0,1,1,1,0,40,0
27,0,2,0,1,0,40,0
34,0,0,2,1,1,20,0
37,0,0,2,1,0,40,0
19,0,0,0,1,0,30,0
47,0,0,1,1,0,40,1
47,0,1,2,1,0,48,1
45,0,1,1,1,0,40,0
55,1,0,1,1,0,40,0
62,0,0,3,1,1,32,0
25,2,0,0,3,0,40,0
39,0,1,1,1,0,50,0
27,1,1,1,1,0,50,0
43,0,0,1,0,0,40,1
30,0,0,2,2,1,40,0
21,0,1,0,1,1,20,0
33,0,3,1,1,1,40,1
33,0,1,0,1,0,50,0
25,0,1,0,0,0,42,0
20,0,1,0,1,0,40,0
19,0,1,0,0,0,35,0
71,2,1,1,1,0,40,1
26,0,2,1,1,0,55,0
52,0,4,1,1,0,40,0
26,0,2,0,1,1,40,0
38,0,0,2,1,0,45,0
25,0,1,0,1,0,40,0
22,0,2,0,1,1,9,0
53,0,0,1,1,0,40,1
44,0,1,1,1,0,60,1
32,2,2,1,2,0,56,1
49,0,1,2,0,1,40,0
31,0,0,0,1,0,50,1
36,0,2,1,2,0,55,1
36,0,0,0,1,1,40,0
29,0,2,0,0,0,40,0
52,0,0,2,1,0,40,0
37,0,0,1,1,0,40,0
21,0,1,0,1,1,40,0
36,0,1,2,0,1,38,0
24,0,0,0,0,1,30,0
31,0,0,0,0,0,40,0
54,2,0,3,1,1,35,0
44,0,2,1,1,0,40,0
18,0,1,0,4,0,30,0
41,0,0,1,1,1,40,0
30,0,0,0,0,0,40,0
31,0,1,1,1,0,40,0
48,0,0,2,1,0,40,0
26,0,1,1,0,0,40,0
19,0,1,0,1,0,20,0
32,0,2,0,1,0,40,0
50,0,0,1,1,0,47,0
73,0,0,1,2,0,40,0
32,0,2,0,0,1,40,0
53,0,1,1,1,0,45,1
58,0,2,2,1,0,40,0
37,1,1,1,1,0,40,1
24,0,1,0,1,0,15,0
53,0,2,1,1,0,50,1
23,0,1,0,4,1,40,0
30,0,0,1,1,1,40,0
38,0,2,0,1,1,35,0
28,0,0,0,1,0,40,0
45,0,0,1,0,0,40,0
26,0,2,0,1,0,40,0
29,0,0,0,1,0,50,0
54,0,4,1,1,1,55,1
23,0,1,0,1,1,50,0
37,0,0,3,1,1,68,0
59,2,2,1,1,1,40,0
59,2,0,1,1,0,40,1
24,0,0,0,1,0,50,0
29,0,0,1,1,1,40,1
20,0,1,0,1,0,25,0
60,0,0,3,1,1,44,0
18,0,0,0,1,0,25,0
31,0,0,2,1,0,45,0
30,0,2,3,1,1,55,1
33,0,0,1,1,0,40,0
20,0,1,0,1,1,32,0
25,0,0,0,0,1,35,0
42,0,1,1,1,0,55,1
20,1,1,0,1,0,25,0
35,0,0,2,1,0,40,0
41,0,0,2,1,1,50,0
46,0,0,0,1,1,40,0
47,0,2,1,1,0,50,1
36,0,0,2,0,1,25,0
43,0,0,0,0,1,40,0
59,0,2,1,1,0,4,0
42,0,2,1,1,0,40,0
23,2,1,0,1,0,40,0
21,0,1,0,1,0,25,0
32,1,0,1,1,0,40,0
31,0,1,1,1,0,50,1
66,1,4,3,1,1,40,0
23,1,2,0,1,0,32,0
52,0,1,1,1,1,35,1
35,0,1,1,1,0,43,1
39,0,5,1,1,0,55,1
24,0,1,0,1,1,40,0
45,0,0,1,2,0,84,1
25,0,0,0,1,0,50,0
29,2,2,0,0,0,40,0
56,0,2,1,1,0,44,1
64,1,0,2,1,0,40,1
27,0,0,1,1,0,39,0
47,0,0,2,1,0,40,0
36,0,2,1,1,0,42,1
44,2,0,2,1,0,40,0
31,0,0,0,0,1,60,0
23,0,0,1,1,1,35,0
45,1,1,1,1,0,50,1
31,1,0,0,1,0,64,0
42,0,0,0,0,1,35,0
33,1,4,1,1,1,40,0
25,0,1,0,1,0,42,0
33,0,4,0,1,1,32,0
30,0,2,1,1,0,40,1
47,0,2,1,2,0,65,0
36,0,1,1,1,0,60,0
32,1,4,0,1,1,40,0
34,0,0,1,1,0,50,0
51,1,0,1,3,0,40,0
20,0,0,0,1,1,45,0
57,0,1,1,4,0,40,0
19,0,1,0,1,0,20,0
60,0,1,1,3,0,40,0
19,0,0,0,1,0,40,0
35,0,0,1,1,0,40,0
20,0,0,0,1,1,30,0
34,1,2,0,0,0,15,0
26,0,3,1,1,0,40,1
73,2,1,3,1,1,40,0
27,0,4,1,1,0,55,0
36,1,0,0,1,0,40,0
68,1,0,1,1,0,40,0
34,0,2,0,1,0,50,0
28,0,2,0,1,0,50,0
25,1,1,1,1,0,40,0
26,0,1,0,2,0,40,0
40,0,1,1,1,0,55,1
32,1,0,2,1,1,40,0
36,0,2,1,0,0,40,0
26,0,2,0,1,1,40,0
24,0,0,0,1,1,45,0
90,1,0,1,1,0,40,0
20,0,1,0,1,1,40,0
58,1,2,2,1,1,50,0
37,0,4,1,1,0,40,1
28,0,0,0,1,0,40,0
36,1,2,2,1,1,60,0
45,1,0,1,1,0,40,1
23,0,0,0,1,0,48,0
69,1,0,1,1,0,35,0
22,0,0,0,1,0,20,0
53,2,1,1,1,0,60,1
46,0,2,2,4,1,40,0
48,0,0,1,1,0,40,0
43,0,1,2,1,1,40,0
20,0,1,0,1,0,40,0
22,0,1,0,1,1,35,0
35,0,1,2,1,1,40,0
29,0,2,0,1,0,40,0
25,0,0,0,1,0,35,0
23,0,1,1,1,1,16,0
25,1,0,0,1,0,40,0
41,0,1,2,1,1,50,0
31,0,0,0,1,0,40,0
48,2,4,1,1,0,40,1
22,2,0,0,1,0,43,0
18,0,0,0,1,0,25,0
46,0,1,0,1,1,40,0
34,1,1,0,1,0,40,0
30,2,0,1,3,0,48,0
21,0,0,1,1,0,40,0
44,0,1,2,1,1,46,0
36,0,0,1,1,0,40,1
50,0,2,0,1,0,50,1
26,0,2,0,0,1,35,0
47,1,3,1,1,0,35,0
36,0,0,0,1,0,37,0
30,0,0,1,1,0,45,0
34,0,0,0,1,1,40,0
51,0,0,1,1,0,45,0
43,0,1,1,1,0,40,0
37,0,0,0,3,0,30,0
28,1,1,0,1,1,40,0
39,0,1,1,1,0,50,0
26,0,0,0,1,0,36,0
68,0,0,1,1,0,40,0
46,0,3,2,1,0,40,1
21,0,0,0,1,0,37,0
23,0,1,0,1,1,20,0
23,1,0,0,1,1,40,0
34,0,0,3,1,0,15,0
21,0,0,0,1,1,40,0
45,0,0,2,2,1,40,0
35,0,0,1,1,0,45,0
57,0,1,0,1,0,42,0
24,0,1,1,1,0,40,0
38,0,2,0,1,1,50,0
25,0,1,0,1,1,40,0
33,0,0,1,1,0,84,1
50,1,1,1,1,0,52,1
35,0,0,1,1,0,50,1
36,0,2,2,1,0,55,1
27,0,1,0,1,1,40,0
30,0,0,1,1,0,40,0
90,0,4,0,1,1,40,0
39,0,2,1,1,0,60,1
19,0,1,0,1,1,4,0
29,0,0,1,1,0,40,0
38,0,1,1,1,0,45,0
29,1,2,0,1,0,40,0
22,0,0,1,0,0,40,0
35,1,1,1,1,0,40,0
41,0,0,0,1,0,40,0
25,0,0,0,1,0,50,0
47,0,2,2,1,0,51,1
36,0,2,1,1,1,35,1
25,1,0,2,1,1,40,0
26,1,2,0,1,0,40,0
53,0,1,1,1,0,40,0
36,1,4,1,1,1,40,0
30,0,2,0,1,1,45,1
53,1,1,2,1,1,40,0
53,0,2,1,1,0,55,0
23,0,1,0,1,0,32,0
28,0,0,1,1,0,50,0
32,0,0,1,1,0,20,1
33,0,2,0,1,1,50,0
27,0,0,0,0,1,32,0
31,0,1,1,1,0,55,0
44,0,0,1,1,1,30,0
39,0,0,1,1,0,60,0
42,0,0,1,1,0,40,1
49,0,2,1,1,0,40,1
35,0,0,2,0,1,36,0
43,0,0,1,2,0,99,0
43,0,3,1,1,0,60,1
31,0,1,1,1,0,40,1
27,0,2,0,1,0,40,0
46,2,1,2,1,1,40,0
54,0,0,1,1,0,44,0
37,0,1,1,0,0,40,1
53,1,1,1,1,0,40,1
26,0,1,0,2,0,20,0
32,0,0,1,1,0,40,1
53,1,4,1,1,0,40,1
26,0,0,0,0,1,40,0
35,0,0,1,1,1,40,1
48,0,0,2,2,1,40,0
44,0,0,1,4,0,32,0
26,1,2,0,0,1,40,0
26,1,2,0,1,1,40,0
48,0,2,2,1,0,47,0
55,0,0,2,1,1,37,0
52,0,0,1,1,0,36,0
47,0,0,1,1,0,40,1
45,0,0,2,1,1,40,0
34,1,1,0,1,1,18,0
56,0,1,0,1,1,40,0
35,0,1,1,1,1,40,1
25,0,1,1,1,0,40,0
59,0,2,1,1,0,37,1
32,0,1,1,1,1,37,0
27,0,0,0,1,1,52,0
44,2,1,2,1,0,60,1
65,0,0,3,1,1,40,0
50,0,1,1,1,0,45,1
44,2,1,2,0,1,40,0
20,0,1,0,1,1,13,0
50,1,0,1,1,0,40,1
23,0,2,0,1,1,40,0
41,0,0,1,1,0,40,0
21,0,0,0,1,0,24,0
33,0,0,1,1,1,20,0
52,0,1,2,1,1,45,0
47,0,0,1,1,0,40,0
34,0,1,1,1,0,40,1
39,0,1,1,1,0,40,1
31,0,1,2,1,1,15,0
45,0,1,2,1,1,45,0
34,0,0,0,1,0,30,0
37,0,0,2,1,1,40,0
20,0,0,0,0,1,20,0
32,0,2,0,1,0,48,1
39,0,0,1,1,0,40,0
18,0,1,0,1,1,30,0
37,0,0,1,1,0,45,0
46,0,2,3,1,1,25,0
44,0,0,2,1,0,40,0
53,0,0,0,1,0,48,1
25,0,2,0,1,0,35,0
44,0,3,1,1,0,45,0
24,0,2,0,1,0,50,0
61,0,0,1,1,0,20,0
45,1,4,2,1,1,40,0
48,0,2,1,1,0,45,1
26,1,0,0,3,0,30,0
68,0,2,1,1,0,40,1
24,0,0,2,1,1,40,0
31,1,2,0,1,1,50,0
55,0,1,2,1,1,38,0
58,0,2,2,1,0,38,0
56,0,0,3,1,1,40,0
45,2,2,0,1,0,55,1
24,0,2,0,1,0,40,1
35,1,0,2,2,0,56,0
51,0,0,1,1,0,40,1
47,0,3,1,1,0,55,1
45,0,2,0,1,1,40,1
42,0,0,1,1,0,50,1
39,0,0,1,1,0,40,0
20,2,1,0,1,0,40,0
44,0,1,1,1,0,45,0
33,0,0,1,1,0,40,0
25,0,2,1,1,0,45,1
38,0,0,1,1,0,50,0
28,0,0,0,1,1,40,0
29,0,0,1,1,0,40,0
52,0,1,0,1,0,37,1
27,0,0,0,1,0,40,0
47,0,1,1,1,0,55,1
21,0,0,0,1,1,40,0
41,2,2,1,2,1,40,1
61,0,1,1,1,0,40,1
32,0,2,1,2,0,40,1
21,0,1,0,1,0,40,0
34,0,1,1,1,0,42,0
44,0,0,2,1,1,33,0
26,0,2,0,2,0,35,0
36,0,4,1,1,0,50,1
39,0,2,0,1,0,40,1
52,0,0,1,2,0,8,0
42,0,0,1,1,1,40,0
31,0,2,0,1,0,40,0
30,0,1,0,0,0,40,0
23,0,1,0,1,1,25,0
39,0,2,1,2,0,40,0
21,0,1,0,1,1,38,0
28,1,0,1,1,0,40,0
34,0,2,0,1,1,40,0
47,0,0,0,1,1,40,0
36,0,0,1,1,0,50,0
27,0,0,0,1,0,99,0
56,0,2,0,1,1,52,0
57,0,0,3,1,1,30,0
43,0,0,2,1,0,35,0
53,0,0,2,1,1,40,0
58,0,0,2,1,1,24,0
37,0,0,1,1,0,46,1
31,0,2,1,1,0,35,0
53,1,0,1,1,0,40,0
19,0,1,0,1,0,25,0
56,0,5,1,1,0,50,1
55,2,1,1,1,1,40,1
62,0,1,0,1,1,40,0
43,0,1,1,1,0,50,1
28,1,0,1,1,0,45,0
46,0,0,1,1,0,40,1
57,1,0,3,1,1,30,0
60,1,2,1,1,1,45,1
23,2,1,0,1,0,40,0
47,0,1,1,1,0,60,1
21,0,1,0,1,1,8,0
51,0,0,1,1,0,48,0
61,1,0,1,1,0,40,0
76,0,2,1,1,0,40,0
24,0,1,0,1,0,39,0
43,0,2,1,1,0,50,1
58,2,1,3,3,1,40,0
44,0,1,2,1,1,45,0
41,1,1,0,1,0,7,0
21,0,1,0,2,0,20,0
40,0,0,2,0,0,35,0
25,0,1,0,1,0,30,0
62,1,5,3,1,1,40,0
42,0,0,1,1,0,40,0
19,0,0,0,1,1,12,0
60,0,0,1,1,1,40,0
20,0,0,0,4,0,40,0
18,0,0,0,1,1,40,0
40,0,1,1,1,0,45,1
19,0,1,0,1,1,15,0
51,0,0,2,1,1,40,0
41,1,2,1,1,0,50,0
41,0,1,1,0,1,40,0
27,0,1,0,1,1,40,0
73,0,0,2,1,1,20,0
45,0,1,1,1,0,40,0
25,0,1,1,1,0,40,1
50,0,0,1,1,1,16,0
44,0,0,1,1,0,40,0
49,0,0,1,1,0,45,1
42,2,0,2,1,1,40,0
20,0,0,0,1,1,45,0
66,0,0,3,1,1,18,0
19,0,1,0,1,0,15,0
60,0,1,1,1,0,55,0
59,0,1,2,1,1,52,0
47,0,0,2,1,1,40,0
58,0,1,1,1,0,36,0
28,0,1,1,1,0,70,0
30,0,0,1,1,0,50,0
36,0,1,2,1,0,40,0
45,0,1,1,1,0,40,0
53,1,5,2,1,1,40,1
37,0,0,2,1,1,40,0
26,0,1,0,1,1,40,0
27,0,2,0,1,0,40,0
22,0,1,0,1,0,40,0
41,0,0,2,1,0,40,0
53,0,0,1,1,0,40,0
58,0,0,1,1,0,40,0
32,0,2,1,1,0,60,1
32,0,1,1,1,0,38,0
47,0,4,1,1,1,40,1
27,0,0,1,1,0,40,0
25,0,1,0,1,0,40,0
23,1,0,0,1,0,40,0
19,0,0,0,1,0,60,0
42,0,2,0,1,0,40,0
41,0,0,1,1,0,45,1
45,2,0,0,2,1,40,0
28,0,5,0,1,0,18,0
40,0,1,0,1,1,40,0
28,0,0,0,1,1,45,0
53,0,0,1,1,0,50,1
29,0,2,0,1,1,35,0
19,0,0,0,1,0,45,0
30,0,2,1,1,1,50,0
66,0,2,1,1,0,15,1
35,0,0,1,0,0,40,0
27,0,0,0,1,0,40,0
27,0,3,0,1,0,50,0
44,1,2,1,0,1,40,1
64,0,0,1,1,0,16,0
26,0,1,1,1,0,40,0
40,0,5,1,1,0,40,1
35,0,0,2,1,1,40,0
25,0,2,0,2,0,40,0
52,1,1,3,1,1,24,0
46,0,1,1,1,1,40,1
30,0,0,1,3,0,40,0
52,0,1,1,1,0,40,1
28,0,0,0,4,0,40,0
45,0,2,2,1,0,40,1
21,0,1,0,1,1,32,0
90,0,1,2,0,1,37,0
23,0,1,0,1,0,40,0
41,0,2,1,1,0,40,1
69,0,0,1,1,0,40,0
28,0,1,0,1,0,54,0
57,0,0,1,1,0,30,0
30,1,1,0,0,0,40,0
73,0,0,3,1,1,32,0
33,0,4,0,1,0,40,1
36,0,0,1,1,0,40,0
28,0,0,1,1,0,40,0
57,0,0,2,1,1,40,0
31,0,1,0,0,1,40,0
32,0,1,0,1,1,40,0
26,0,0,0,0,1,40,0
29,0,1,0,1,1,40,0
20,0,1,0,1,0,30,0
56,0,0,0,0,1,40,0
46,0,1,2,1,0,40,0
53,0,1,3,1,1,40,0
50,0,4,1,1,0,50,1
40,0,2,1,1,0,40,1
45,0,1,2,1,1,40,0
53,1,0,1,0,0,40,1
50,1,2,2,1,1,40,1
30,0,2,0,1,0,40,0
29,0,0,1,1,0,40,0
29,0,2,0,1,0,50,0
22,0,2,0,1,1,40,0
56,0,2,2,0,1,50,0
60,1,4,1,1,0,40,1
37,0,0,1,1,0,50,0
18,0,0,0,1,1,10,0
36,0,1,2,1,1,45,0
31,0,0,0,1,0,60,0
26,0,2,1,1,0,48,1
45,1,4,2,0,1,40,0
26,0,0,0,1,1,38,0
53,0,1,2,1,1,40,0
27,0,0,0,1,0,28,0
32,0,1,2,3,0,40,0
44,0,4,1,1,0,55,1
32,0,0,0,1,0,40,0
29,0,0,0,1,1,35,0
48,0,4,0,1,0,40,0
32,0,1,2,1,1,30,0
21,0,0,0,1,1,35,0
44,1,4,1,1,0,44,1
42,0,0,1,1,0,40,1
27,0,2,0,1,1,40,0
33,0,0,2,1,1,40,0
39,0,4,0,1,0,40,0
32,0,0,1,1,0,40,0
30,0,1,2,1,1,40,0
64,2,2,2,0,1,40,0
35,1,0,2,1,0,40,0
35,1,0,0,0,1,40,0
23,0,1,0,1,1,25,0
21,0,1,0,1,1,20,0
45,0,2,0,1,0,40,0
38,0,0,0,1,0,50,0
23,0,0,0,1,1,48,0
45,0,4,1,1,0,50,1
48,0,0,2,1,0,40,0
33,0,0,1,1,0,40,0
23,1,1,0,1,1,20,0
52,0,1,1,1,0,55,1
18,0,0,0,1,1,30,0
62,1,0,2,1,0,40,0
22,0,1,0,1,1,30,0
40,0,1,1,1,1,40,1
26,0,1,1,1,0,50,0
39,0,2,1,1,0,50,1
41,0,1,1,0,0,45,1
59,0,2,1,1,0,40,1
37,0,0,1,1,0,40,0
38,0,1,1,1,0,43,0
33,0,2,0,2,0,40,0
60,0,2,2,1,1,48,1
26,0,2,0,1,1,45,0
39,0,0,2,1,1,50,0
28,0,1,0,1,1,40,0
23,0,1,0,1,0,25,0
32,0,2,1,1,0,45,1
45,0,0,2,0,1,35,0
48,0,0,2,1,0,40,0
43,1,3,1,1,0,45,1
63,0,2,0,1,0,40,1
55,0,0,1,1,0,40,1
22,0,2,0,1,1,35,0
22,0,2,0,1,1,15,0
44,0,0,2,1,0,68,0
28,0,0,0,1,1,40,0
40,0,4,1,1,1,24,1
45,0,1,1,1,0,55,0
38,0,0,1,1,0,40,1
30,0,0,0,1,0,45,0
37,0,0,2,1,1,40,0
38,1,0,0,1,0,40,0
30,0,2,1,1,0,50,1
46,0,1,2,1,1,70,0
34,0,2,0,1,1,40,0
21,0,0,0,1,0,40,0
